"subj","condition","cause","vign","knowledge","norm"
"R_1g7V7XqzFSEpJp7","RIG",5,14,"Ignorance","Rationality"
"R_AvT6fha3BdVp3X3","RIG",4,14,"Ignorance","Rationality"
"R_2uNzWsbV1lQoauO","RIG",6,14,"Ignorance","Rationality"
"R_b87PB6XDAofdL21","RIG",3,14,"Ignorance","Rationality"
"R_3fituQFYKcsCOr2","RIG",5,14,"Ignorance","Rationality"
"R_sHbY8vn2k7SeOL7","RIG",7,14,"Ignorance","Rationality"
"R_3fKif9mVEDe7Opz","RIG",6,14,"Ignorance","Rationality"
"R_3plRP7X6UFKeqEg","RIG",7,14,"Ignorance","Rationality"
"R_3enqefdPNHBq6Oq","RIG",7,14,"Ignorance","Rationality"
"R_1FxshkwMF8wnCjp","RIG",6,14,"Ignorance","Rationality"
"R_6iosnhmKDSvIj5L","RIG",5,14,"Ignorance","Rationality"
"R_3JCd7tTqGGvJlTr","RIG",7,14,"Ignorance","Rationality"
"R_XvoNHSUGZEwCyzL","RIG",7,14,"Ignorance","Rationality"
"R_3EYd158W945bTmc","RIG",4,14,"Ignorance","Rationality"
"R_5AA7AMUGQMRGOqJ","RIG",2,14,"Ignorance","Rationality"
"R_vBHaqEYiAqPtc4h","RIG",3,14,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",6,14,"Ignorance","Rationality"
"R_22rUrA7fkcJMDbc","RIG",6,14,"Ignorance","Rationality"
"R_71dWUcO7gNp0eJP","RIG",6,14,"Ignorance","Rationality"
"R_0IctgkJeDpDb6CZ","RIG",6,14,"Ignorance","Rationality"
"R_6MAnqfBGwnaqGvD","RIG",7,14,"Ignorance","Rationality"
"R_1IAVWfOlFBp3QXh","RIG",1,16,"Ignorance","Rationality"
"R_3fPKamSv5XhWW7S","RIG",1,16,"Ignorance","Rationality"
"R_OwhlmYRlV9VQhqx","RIG",4,16,"Ignorance","Rationality"
"R_9mcDXmedknnBbln","RIG",1,16,"Ignorance","Rationality"
"R_1dtenbywNXsLq2q","RIG",6,16,"Ignorance","Rationality"
"R_3r3fFxo62III3Hu","RIG",4,16,"Ignorance","Rationality"
"R_2uNzWsbV1lQoauO","RIG",7,16,"Ignorance","Rationality"
"R_29gAP6TzTSJ4hH6","RIG",5,16,"Ignorance","Rationality"
"R_3RvWpZ24vTDWZZ4","RIG",4,16,"Ignorance","Rationality"
"R_sHbY8vn2k7SeOL7","RIG",1,16,"Ignorance","Rationality"
"R_3fKif9mVEDe7Opz","RIG",6,16,"Ignorance","Rationality"
"R_1ohBPcgP7w17Nzi","RIG",2,16,"Ignorance","Rationality"
"R_3oN55R5Fwzb0Qgp","RIG",1,16,"Ignorance","Rationality"
"R_1mypbqrm71pNcZZ","RIG",3,16,"Ignorance","Rationality"
"R_w5daplb7MxERGKZ","RIG",4,16,"Ignorance","Rationality"
"R_r8XQl9jmC7ynhJf","RIG",4,16,"Ignorance","Rationality"
"R_1DCF4Z6WagGl5Ma","RIG",2,16,"Ignorance","Rationality"
"R_Rnu08pOTKxysKuB","RIG",5,16,"Ignorance","Rationality"
"R_5AA7AMUGQMRGOqJ","RIG",4,16,"Ignorance","Rationality"
"R_vBHaqEYiAqPtc4h","RIG",2,16,"Ignorance","Rationality"
"R_26f2NZAzbV11sGE","RIG",6,16,"Ignorance","Rationality"
"R_2e4OotA3LjZQxoB","RIG",6,16,"Ignorance","Rationality"
"R_2AHGXyli8BKF3Jz","RIG",2,16,"Ignorance","Rationality"
"R_3ET3S215m8fGkxn","RIG",4,16,"Ignorance","Rationality"
"R_2QlmY1N9RXjeWBU","RIG",3,16,"Ignorance","Rationality"
"R_3NU8KCvDdcMI3m7","MKG",5,1,"Knowledge","Morality"
"R_1o1IAefWddFeCuL","MKG",5,1,"Knowledge","Morality"
"R_CfVltpcPPyEnl0B","MKG",4,1,"Knowledge","Morality"
"R_brt25WJDSLmP4SR","MKG",5,1,"Knowledge","Morality"
"R_sh9wf7QQRKr8nRv","MKG",3,1,"Knowledge","Morality"
"R_1Ns8HmDussRwtSo","MKG",5,1,"Knowledge","Morality"
"R_3iqXErxV0xnxTj0","MKG",2,1,"Knowledge","Morality"
"R_b87PB6XDAofdL21","MKG",5,1,"Knowledge","Morality"
"R_3fituQFYKcsCOr2","MKG",3,1,"Knowledge","Morality"
"R_3JwpiBeS7V3m1H3","MKG",6,1,"Knowledge","Morality"
"R_0AKdfAcBiQjGJ8Z","MKG",5,1,"Knowledge","Morality"
"R_ePqTGsc0VfES1Wl","MKG",5,1,"Knowledge","Morality"
"R_3oN55R5Fwzb0Qgp","MKG",1,1,"Knowledge","Morality"
"R_1mypbqrm71pNcZZ","MKG",5,1,"Knowledge","Morality"
"R_6iosnhmKDSvIj5L","MKG",6,1,"Knowledge","Morality"
"R_2vZerVrZAtgXYvE","MKG",7,1,"Knowledge","Morality"
"R_cP8QojZwsgjAHDj","MKG",5,1,"Knowledge","Morality"
"R_3EYd158W945bTmc","MKG",4,1,"Knowledge","Morality"
"R_5AA7AMUGQMRGOqJ","MKG",1,1,"Knowledge","Morality"
"R_26f2NZAzbV11sGE","MKG",5,1,"Knowledge","Morality"
"R_3gNkGEagZdDtbeI","MKG",4,1,"Knowledge","Morality"
"R_22rUrA7fkcJMDbc","MKG",6,1,"Knowledge","Morality"
"R_71dWUcO7gNp0eJP","MKG",7,1,"Knowledge","Morality"
"R_3ET3S215m8fGkxn","MKG",4,1,"Knowledge","Morality"
"R_6MAnqfBGwnaqGvD","MKG",6,1,"Knowledge","Morality"
"R_1IAVWfOlFBp3QXh","MKG",6,2,"Knowledge","Morality"
"R_QbL9cxzbCfI9C0h","MKG",6,2,"Knowledge","Morality"
"R_2CkQ0ob8u9qQdbp","MKG",3,2,"Knowledge","Morality"
"R_2th4RMS27Vb5iWt","MKG",3,2,"Knowledge","Morality"
"R_sh9wf7QQRKr8nRv","MKG",5,2,"Knowledge","Morality"
"R_3iqXErxV0xnxTj0","MKG",5,2,"Knowledge","Morality"
"R_bPkHhXaCo8ctVXX","MKG",7,2,"Knowledge","Morality"
"R_29gAP6TzTSJ4hH6","MKG",5,2,"Knowledge","Morality"
"R_3RvWpZ24vTDWZZ4","MKG",6,2,"Knowledge","Morality"
"R_2QEEJiKHLgUsppu","MKG",6,2,"Knowledge","Morality"
"R_3fKif9mVEDe7Opz","MKG",2,2,"Knowledge","Morality"
"R_3enqefdPNHBq6Oq","MKG",7,2,"Knowledge","Morality"
"R_3oN55R5Fwzb0Qgp","MKG",1,2,"Knowledge","Morality"
"R_1mypbqrm71pNcZZ","MKG",4,2,"Knowledge","Morality"
"R_r8XQl9jmC7ynhJf","MKG",3,2,"Knowledge","Morality"
"R_3JCd7tTqGGvJlTr","MKG",7,2,"Knowledge","Morality"
"R_1DCF4Z6WagGl5Ma","MKG",5,2,"Knowledge","Morality"
"R_3EYd158W945bTmc","MKG",4,2,"Knowledge","Morality"
"R_2f7MQdI5iBtcB9w","MKG",6,2,"Knowledge","Morality"
"R_vSJZic0BJrLuydP","MKG",4,2,"Knowledge","Morality"
"R_1ogW3e83CTgq3SW","MKG",6,2,"Knowledge","Morality"
"R_x4xoV6nF3QCtxap","MKG",6,2,"Knowledge","Morality"
"R_2AHGXyli8BKF3Jz","MKG",6,2,"Knowledge","Morality"
"R_2CCI8TwLfkxoF52","MKG",5,2,"Knowledge","Morality"
"R_2tmKa6wTy5rh9TE","MKG",5,2,"Knowledge","Morality"
"R_wUlh2BECb90xNRf","MKG",4,2,"Knowledge","Morality"
"R_3NU8KCvDdcMI3m7","MKG",5,3,"Knowledge","Morality"
"R_1o1IAefWddFeCuL","MKG",6,3,"Knowledge","Morality"
"R_CfVltpcPPyEnl0B","MKG",2,3,"Knowledge","Morality"
"R_OKk63kVutbY3HRT","MKG",6,3,"Knowledge","Morality"
"R_9mcDXmedknnBbln","MKG",2,3,"Knowledge","Morality"
"R_3r3fFxo62III3Hu","MKG",7,3,"Knowledge","Morality"
"R_bPkHhXaCo8ctVXX","MKG",6,3,"Knowledge","Morality"
"R_b87PB6XDAofdL21","MKG",5,3,"Knowledge","Morality"
"R_2ZZvCmIARcATxzO","MKG",5,3,"Knowledge","Morality"
"R_2QEEJiKHLgUsppu","MKG",5,3,"Knowledge","Morality"
"R_2Et1kMITcvLp297","MKG",6,3,"Knowledge","Morality"
"R_3fGET7YdgHncG8j","MKG",2,3,"Knowledge","Morality"
"R_3oN55R5Fwzb0Qgp","MKG",7,3,"Knowledge","Morality"
"R_1FlfNKqBrmZpcIx","MKG",6,3,"Knowledge","Morality"
"R_1JOqMd3qorCE5QJ","MKG",7,3,"Knowledge","Morality"
"R_2vZerVrZAtgXYvE","MKG",7,3,"Knowledge","Morality"
"R_XvoNHSUGZEwCyzL","MKG",6,3,"Knowledge","Morality"
"R_Rnu08pOTKxysKuB","MKG",5,3,"Knowledge","Morality"
"R_2f7MQdI5iBtcB9w","MKG",6,3,"Knowledge","Morality"
"R_2ZVQJVSUOKONpfP","MKG",4,3,"Knowledge","Morality"
"R_3gNkGEagZdDtbeI","MKG",5,3,"Knowledge","Morality"
"R_22rUrA7fkcJMDbc","MKG",6,3,"Knowledge","Morality"
"R_71dWUcO7gNp0eJP","MKG",4,3,"Knowledge","Morality"
"R_0IctgkJeDpDb6CZ","MKG",6,3,"Knowledge","Morality"
"R_1LoqMhkJsj2GnTs","MKG",4,3,"Knowledge","Morality"
"R_wUlh2BECb90xNRf","MKG",4,3,"Knowledge","Morality"
"R_2XoGV7CT3IUHHOj","MKG",7,4,"Knowledge","Morality"
"R_3fDjTE7T5pN9aug","MKG",3,4,"Knowledge","Morality"
"R_CfVltpcPPyEnl0B","MKG",7,4,"Knowledge","Morality"
"R_brt25WJDSLmP4SR","MKG",3,4,"Knowledge","Morality"
"R_1g7V7XqzFSEpJp7","MKG",3,4,"Knowledge","Morality"
"R_AvT6fha3BdVp3X3","MKG",4,4,"Knowledge","Morality"
"R_2uNzWsbV1lQoauO","MKG",6,4,"Knowledge","Morality"
"R_AaMoRGWEEUPFpF7","MKG",4,4,"Knowledge","Morality"
"R_3fituQFYKcsCOr2","MKG",4,4,"Knowledge","Morality"
"R_sHbY8vn2k7SeOL7","MKG",1,4,"Knowledge","Morality"
"R_0AKdfAcBiQjGJ8Z","MKG",5,4,"Knowledge","Morality"
"R_3plRP7X6UFKeqEg","MKG",7,4,"Knowledge","Morality"
"R_3NWm5WAJH4uINEU","MKG",6,4,"Knowledge","Morality"
"R_1mypbqrm71pNcZZ","MKG",4,4,"Knowledge","Morality"
"R_1JOqMd3qorCE5QJ","MKG",7,4,"Knowledge","Morality"
"R_2vZerVrZAtgXYvE","MKG",3,4,"Knowledge","Morality"
"R_XvoNHSUGZEwCyzL","MKG",6,4,"Knowledge","Morality"
"R_6M4JUtg6wJN7Ba9","MKG",5,4,"Knowledge","Morality"
"R_2SogiF7Vnj5oXf7","MKG",7,4,"Knowledge","Morality"
"R_vSJZic0BJrLuydP","MKG",5,4,"Knowledge","Morality"
"R_24OWg9Cq0lPbxYb","MKG",6,4,"Knowledge","Morality"
"R_x4xoV6nF3QCtxap","MKG",6,4,"Knowledge","Morality"
"R_245wkgfvsrZ71pq","MKG",4,4,"Knowledge","Morality"
"R_0IctgkJeDpDb6CZ","MKG",6,4,"Knowledge","Morality"
"R_2tmKa6wTy5rh9TE","MKG",5,4,"Knowledge","Morality"
"R_3J4XYKn5XSdemXn","MKG",6,5,"Knowledge","Morality"
"R_1o1IAefWddFeCuL","MKG",5,5,"Knowledge","Morality"
"R_OwhlmYRlV9VQhqx","MKG",4,5,"Knowledge","Morality"
"R_1g7V7XqzFSEpJp7","MKG",3,5,"Knowledge","Morality"
"R_9mcDXmedknnBbln","MKG",5,5,"Knowledge","Morality"
"R_1mVDg9lWRZcjmTf","MKG",6,5,"Knowledge","Morality"
"R_3iqXErxV0xnxTj0","MKG",7,5,"Knowledge","Morality"
"R_28O1YpzLLGbVGR2","MKG",4,5,"Knowledge","Morality"
"R_2ZZvCmIARcATxzO","MKG",6,5,"Knowledge","Morality"
"R_2QEEJiKHLgUsppu","MKG",6,5,"Knowledge","Morality"
"R_2Et1kMITcvLp297","MKG",6,5,"Knowledge","Morality"
"R_3plRP7X6UFKeqEg","MKG",7,5,"Knowledge","Morality"
"R_3enqefdPNHBq6Oq","MKG",1,5,"Knowledge","Morality"
"R_22ugpf0OLzkj8AR","MKG",6,5,"Knowledge","Morality"
"R_3lLAnX4ax8VJEet","MKG",6,5,"Knowledge","Morality"
"R_2vZerVrZAtgXYvE","MKG",7,5,"Knowledge","Morality"
"R_1DCF4Z6WagGl5Ma","MKG",3,5,"Knowledge","Morality"
"R_8eMrBPghJOeO6m5","MKG",5,5,"Knowledge","Morality"
"R_sw0bNQoLwQRd4KB","MKG",7,5,"Knowledge","Morality"
"R_vBHaqEYiAqPtc4h","MKG",5,5,"Knowledge","Morality"
"R_24OWg9Cq0lPbxYb","MKG",3,5,"Knowledge","Morality"
"R_3EKej2r7Msf8yBg","MKG",4,5,"Knowledge","Morality"
"R_245wkgfvsrZ71pq","MKG",7,5,"Knowledge","Morality"
"R_0IctgkJeDpDb6CZ","MKG",6,5,"Knowledge","Morality"
"R_3hlsIzcwHbfktDc","MKG",6,5,"Knowledge","Morality"
"R_2XoGV7CT3IUHHOj","MKG",4,6,"Knowledge","Morality"
"R_3fPKamSv5XhWW7S","MKG",1,6,"Knowledge","Morality"
"R_2xV1miydNY7rKn4","MKG",4,6,"Knowledge","Morality"
"R_2pY3RiXgh73oSk9","MKG",1,6,"Knowledge","Morality"
"R_9mcDXmedknnBbln","MKG",4,6,"Knowledge","Morality"
"R_1dtenbywNXsLq2q","MKG",5,6,"Knowledge","Morality"
"R_2uNzWsbV1lQoauO","MKG",5,6,"Knowledge","Morality"
"R_AaMoRGWEEUPFpF7","MKG",1,6,"Knowledge","Morality"
"R_2ZZvCmIARcATxzO","MKG",5,6,"Knowledge","Morality"
"R_3JwpiBeS7V3m1H3","MKG",3,6,"Knowledge","Morality"
"R_2Et1kMITcvLp297","MKG",6,6,"Knowledge","Morality"
"R_ePqTGsc0VfES1Wl","MKG",3,6,"Knowledge","Morality"
"R_1FlfNKqBrmZpcIx","MKG",5,6,"Knowledge","Morality"
"R_1mypbqrm71pNcZZ","MKG",4,6,"Knowledge","Morality"
"R_6iosnhmKDSvIj5L","MKG",5,6,"Knowledge","Morality"
"R_w5daplb7MxERGKZ","MKG",4,6,"Knowledge","Morality"
"R_1DCF4Z6WagGl5Ma","MKG",2,6,"Knowledge","Morality"
"R_6M4JUtg6wJN7Ba9","MKG",5,6,"Knowledge","Morality"
"R_5AA7AMUGQMRGOqJ","MKG",1,6,"Knowledge","Morality"
"R_2SogiF7Vnj5oXf7","MKG",7,6,"Knowledge","Morality"
"R_x4xoV6nF3QCtxap","MKG",5,6,"Knowledge","Morality"
"R_2AHGXyli8BKF3Jz","MKG",6,6,"Knowledge","Morality"
"R_71dWUcO7gNp0eJP","MKG",4,6,"Knowledge","Morality"
"R_3ET3S215m8fGkxn","MKG",2,6,"Knowledge","Morality"
"R_1IAVWfOlFBp3QXh","MKG",2,7,"Knowledge","Morality"
"R_1o1IAefWddFeCuL","MKG",5,7,"Knowledge","Morality"
"R_2xV1miydNY7rKn4","MKG",4,7,"Knowledge","Morality"
"R_brt25WJDSLmP4SR","MKG",3,7,"Knowledge","Morality"
"R_1g7V7XqzFSEpJp7","MKG",4,7,"Knowledge","Morality"
"R_AvT6fha3BdVp3X3","MKG",3,7,"Knowledge","Morality"
"R_2uNzWsbV1lQoauO","MKG",6,7,"Knowledge","Morality"
"R_29gAP6TzTSJ4hH6","MKG",5,7,"Knowledge","Morality"
"R_56dMysz9SKnkMLf","MKG",4,7,"Knowledge","Morality"
"R_3iwNEAiFGhmWf9X","MKG",1,7,"Knowledge","Morality"
"R_2QEEJiKHLgUsppu","MKG",7,7,"Knowledge","Morality"
"R_ePqTGsc0VfES1Wl","MKG",7,7,"Knowledge","Morality"
"R_3enqefdPNHBq6Oq","MKG",7,7,"Knowledge","Morality"
"R_1FlfNKqBrmZpcIx","MKG",5,7,"Knowledge","Morality"
"R_1FxshkwMF8wnCjp","MKG",4,7,"Knowledge","Morality"
"R_w5daplb7MxERGKZ","MKG",6,7,"Knowledge","Morality"
"R_cP8QojZwsgjAHDj","MKG",6,7,"Knowledge","Morality"
"R_5AA7AMUGQMRGOqJ","MKG",1,7,"Knowledge","Morality"
"R_2SogiF7Vnj5oXf7","MKG",7,7,"Knowledge","Morality"
"R_26f2NZAzbV11sGE","MKG",5,7,"Knowledge","Morality"
"R_3EKej2r7Msf8yBg","MKG",3,7,"Knowledge","Morality"
"R_2czmJrXebJSyBIv","MKG",7,7,"Knowledge","Morality"
"R_71dWUcO7gNp0eJP","MKG",4,7,"Knowledge","Morality"
"R_1LoqMhkJsj2GnTs","MKG",3,7,"Knowledge","Morality"
"R_2XoGV7CT3IUHHOj","MKG",7,8,"Knowledge","Morality"
"R_1o1IAefWddFeCuL","MKG",7,8,"Knowledge","Morality"
"R_2xV1miydNY7rKn4","MKG",3,8,"Knowledge","Morality"
"R_1g7V7XqzFSEpJp7","MKG",6,8,"Knowledge","Morality"
"R_OKk63kVutbY3HRT","MKG",4,8,"Knowledge","Morality"
"R_3r3fFxo62III3Hu","MKG",4,8,"Knowledge","Morality"
"R_3iqXErxV0xnxTj0","MKG",2,8,"Knowledge","Morality"
"R_b87PB6XDAofdL21","MKG",6,8,"Knowledge","Morality"
"R_3fituQFYKcsCOr2","MKG",5,8,"Knowledge","Morality"
"R_2QEEJiKHLgUsppu","MKG",5,8,"Knowledge","Morality"
"R_1ohBPcgP7w17Nzi","MKG",3,8,"Knowledge","Morality"
"R_3enqefdPNHBq6Oq","MKG",7,8,"Knowledge","Morality"
"R_3fGET7YdgHncG8j","MKG",5,8,"Knowledge","Morality"
"R_1FxshkwMF8wnCjp","MKG",4,8,"Knowledge","Morality"
"R_w5daplb7MxERGKZ","MKG",6,8,"Knowledge","Morality"
"R_3JCd7tTqGGvJlTr","MKG",7,8,"Knowledge","Morality"
"R_XvoNHSUGZEwCyzL","MKG",6,8,"Knowledge","Morality"
"R_6M4JUtg6wJN7Ba9","MKG",5,8,"Knowledge","Morality"
"R_2SogiF7Vnj5oXf7","MKG",4,8,"Knowledge","Morality"
"R_2ZVQJVSUOKONpfP","MKG",5,8,"Knowledge","Morality"
"R_24OWg9Cq0lPbxYb","MKG",6,8,"Knowledge","Morality"
"R_22rUrA7fkcJMDbc","MKG",4,8,"Knowledge","Morality"
"R_2czmJrXebJSyBIv","MKG",7,8,"Knowledge","Morality"
"R_3ET3S215m8fGkxn","MKG",3,8,"Knowledge","Morality"
"R_1LoqMhkJsj2GnTs","MKG",4,8,"Knowledge","Morality"
"R_wUlh2BECb90xNRf","MKG",3,8,"Knowledge","Morality"
"R_3NU8KCvDdcMI3m7","MKG",5,9,"Knowledge","Morality"
"R_1o1IAefWddFeCuL","MKG",6,9,"Knowledge","Morality"
"R_CfVltpcPPyEnl0B","MKG",1,9,"Knowledge","Morality"
"R_2pY3RiXgh73oSk9","MKG",1,9,"Knowledge","Morality"
"R_OKk63kVutbY3HRT","MKG",5,9,"Knowledge","Morality"
"R_AvT6fha3BdVp3X3","MKG",6,9,"Knowledge","Morality"
"R_1Ns8HmDussRwtSo","MKG",7,9,"Knowledge","Morality"
"R_28O1YpzLLGbVGR2","MKG",4,9,"Knowledge","Morality"
"R_3RvWpZ24vTDWZZ4","MKG",4,9,"Knowledge","Morality"
"R_sHbY8vn2k7SeOL7","MKG",5,9,"Knowledge","Morality"
"R_3fKif9mVEDe7Opz","MKG",6,9,"Knowledge","Morality"
"R_3plRP7X6UFKeqEg","MKG",7,9,"Knowledge","Morality"
"R_3fGET7YdgHncG8j","MKG",5,9,"Knowledge","Morality"
"R_22ugpf0OLzkj8AR","MKG",5,9,"Knowledge","Morality"
"R_1JOqMd3qorCE5QJ","MKG",6,9,"Knowledge","Morality"
"R_w5daplb7MxERGKZ","MKG",5,9,"Knowledge","Morality"
"R_2WZGuhVuxbtSDr0","MKG",4,9,"Knowledge","Morality"
"R_6M4JUtg6wJN7Ba9","MKG",6,9,"Knowledge","Morality"
"R_2SogiF7Vnj5oXf7","MKG",7,9,"Knowledge","Morality"
"R_3gNkGEagZdDtbeI","MKG",5,9,"Knowledge","Morality"
"R_1ogW3e83CTgq3SW","MKG",6,9,"Knowledge","Morality"
"R_3EKej2r7Msf8yBg","MKG",6,9,"Knowledge","Morality"
"R_71dWUcO7gNp0eJP","MKG",4,9,"Knowledge","Morality"
"R_3hlsIzcwHbfktDc","MKG",7,9,"Knowledge","Morality"
"R_2tmKa6wTy5rh9TE","MKG",6,9,"Knowledge","Morality"
"R_3J4XYKn5XSdemXn","MKG",3,10,"Knowledge","Morality"
"R_3fDjTE7T5pN9aug","MKG",4,10,"Knowledge","Morality"
"R_2CkQ0ob8u9qQdbp","MKG",4,10,"Knowledge","Morality"
